student_id,roll_no,student_name,subject_id,subject_name,class_name,week_number,attendance_status,attendance_rate_this_week,cumulative_attendance_rate,assignment_submitted,assignment_score,assignment_submission_rate,quiz_score,cumulative_avg_score,score_trend,risk_label,risk_level
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,9,present,1.0,0.889,1,95.1,1.0,67.4,83.37,-14.7,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,10,present,1.0,0.9,1,87.0,1.0,89.4,83.97,22.0,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,11,absent,0.0,0.818,1,88.1,1.0,0.0,83.97,-1.3,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,12,present,1.0,0.833,1,90.2,1.0,83.7,83.95,-4.4,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,13,present,1.0,0.846,1,86.4,1.0,84.9,84.02,1.2,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,14,present,1.0,0.857,1,86.7,1.0,80.5,83.75,-4.4,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,15,present,1.0,0.867,1,86.3,1.0,87.6,84.03,7.1,0,Low
85,23CS085,Pooja Sharma,CS101,Data Structures & Algorithms,CSE-A,16,present,1.0,0.875,1,83.0,1.0,88.7,84.34,1.1,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,1,present,1.0,1.0,1,93.9,1.0,87.2,87.2,0.0,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,2,present,1.0,1.0,1,76.0,1.0,84.9,86.05,-2.3,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,3,present,1.0,1.0,1,87.6,1.0,97.6,89.9,12.7,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,4,present,1.0,1.0,1,89.4,1.0,78.9,87.15,-18.7,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,5,present,1.0,1.0,1,84.7,1.0,90.9,87.9,12.0,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,6,present,1.0,1.0,1,88.1,1.0,89.4,88.15,-1.5,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,7,present,1.0,1.0,1,77.1,1.0,90.0,88.41,0.6,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,8,present,1.0,1.0,1,86.4,1.0,90.3,88.65,0.3,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,9,present,1.0,1.0,1,86.0,1.0,83.9,88.12,-6.4,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,10,present,1.0,1.0,1,91.7,1.0,88.5,88.16,4.6,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,11,present,1.0,1.0,1,78.0,1.0,85.8,87.95,-2.7,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,12,present,1.0,1.0,1,83.0,1.0,81.6,87.42,-4.2,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,13,present,1.0,1.0,1,88.0,1.0,86.3,87.33,4.7,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,14,present,1.0,1.0,1,87.9,1.0,92.1,87.67,5.8,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,15,present,1.0,1.0,1,84.5,1.0,91.7,87.94,-0.4,0,Low
85,23CS085,Pooja Sharma,CS102,Database Management Systems,CSE-A,16,present,1.0,1.0,1,81.4,1.0,93.8,88.31,2.1,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,1,present,1.0,1.0,1,81.9,1.0,77.2,77.2,0.0,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,2,present,1.0,1.0,1,87.2,1.0,84.7,80.95,7.5,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,3,present,1.0,1.0,1,85.4,1.0,76.3,79.4,-8.4,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,4,present,1.0,1.0,1,78.3,1.0,82.4,80.15,6.1,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,5,present,1.0,1.0,1,89.2,1.0,82.7,80.66,0.3,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,6,present,1.0,1.0,1,78.5,1.0,93.8,82.85,11.1,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,7,present,1.0,1.0,1,78.3,1.0,85.8,83.27,-8.0,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,8,present,1.0,1.0,1,89.2,1.0,81.9,83.1,-3.9,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,9,present,1.0,1.0,1,89.2,1.0,96.7,84.61,14.8,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,10,present,1.0,1.0,1,89.0,1.0,84.4,84.59,-12.3,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,11,present,1.0,1.0,1,85.5,1.0,69.7,83.24,-14.7,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,12,present,1.0,1.0,1,81.7,1.0,70.1,82.14,0.4,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,13,present,1.0,1.0,1,79.8,1.0,85.0,82.36,14.9,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,14,present,1.0,1.0,1,86.8,1.0,88.9,82.83,3.9,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,15,present,1.0,1.0,1,96.5,1.0,74.3,82.26,-14.6,0,Low
85,23CS085,Pooja Sharma,MA101,Applied Mathematics & Statistics,CSE-A,16,present,1.0,1.0,1,79.6,1.0,87.0,82.56,12.7,0,Low
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,1,absent,0.0,0.0,1,75.3,1.0,82.0,82.0,0.0,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,2,present,1.0,0.5,1,74.0,1.0,84.6,83.3,2.6,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,3,absent,0.0,0.333,1,64.1,1.0,0.0,83.3,-20.5,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,4,present,1.0,0.5,1,74.9,1.0,74.6,80.4,10.5,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,5,present,1.0,0.6,1,73.9,1.0,71.9,78.28,-2.7,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,6,present,1.0,0.667,0,0.0,0.833,58.9,74.4,-13.0,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,7,present,1.0,0.714,1,41.7,0.857,53.5,70.92,-5.4,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,8,present,1.0,0.75,1,37.9,0.875,54.7,68.6,1.2,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,9,absent,0.0,0.667,0,0.0,0.778,0.0,68.6,13.9,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,10,absent,0.0,0.6,1,35.9,0.8,43.3,65.44,-25.3,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,11,absent,0.0,0.545,0,0.0,0.727,0.0,65.44,22.14,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,12,present,1.0,0.583,1,71.1,0.75,67.9,65.71,2.46,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,13,present,1.0,0.615,1,78.0,0.769,69.1,66.05,1.2,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,14,present,1.0,0.643,1,75.9,0.786,78.9,67.22,9.8,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,15,present,1.0,0.667,1,73.5,0.8,67.0,67.2,-11.9,1,Medium
86,23CS086,Priya Bose,CS103,Artificial Intelligence & ML,CSE-B,16,absent,0.0,0.625,1,74.7,0.812,70.0,67.42,3.0,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,1,present,1.0,1.0,1,62.8,1.0,85.2,85.2,0.0,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,2,present,1.0,1.0,1,77.2,1.0,78.4,81.8,-6.8,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,3,present,1.0,1.0,1,71.8,1.0,82.4,82.0,4.0,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,4,present,1.0,1.0,1,70.9,1.0,68.1,78.53,-14.3,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,5,absent,0.0,0.8,0,0.0,0.8,0.0,78.53,10.43,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,6,absent,0.0,0.667,0,0.0,0.667,0.0,78.53,0.0,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,7,present,1.0,0.714,0,0.0,0.571,38.8,70.58,-39.73,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,8,present,1.0,0.75,0,0.0,0.5,37.6,65.08,-1.2,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,9,present,1.0,0.778,1,50.3,0.556,43.0,61.93,5.4,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,10,absent,0.0,0.7,0,0.0,0.5,46.0,59.94,3.0,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,11,absent,0.0,0.636,0,0.0,0.455,0.0,59.94,13.94,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,12,present,1.0,0.667,0,0.0,0.417,63.0,60.28,3.06,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,13,present,1.0,0.692,1,66.1,0.462,73.0,61.55,10.0,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,14,present,1.0,0.714,1,66.6,0.5,70.2,62.34,-2.8,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,15,present,1.0,0.733,1,81.2,0.533,78.1,63.65,7.9,1,Medium
86,23CS086,Priya Bose,EC101,Digital Logic & Microprocessors,CSE-B,16,present,1.0,0.75,1,67.8,0.562,69.0,64.06,-9.1,1,Medium
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,1,present,1.0,1.0,0,0.0,0.0,57.0,57.0,0.0,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,2,present,1.0,1.0,0,0.0,0.0,43.1,50.05,-13.9,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,3,absent,0.0,0.667,0,0.0,0.0,0.0,50.05,6.95,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,4,present,1.0,0.75,1,39.7,0.25,37.0,45.7,-13.05,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,5,present,1.0,0.8,0,0.0,0.2,47.9,46.25,10.9,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,6,present,1.0,0.833,0,0.0,0.167,23.9,41.78,-24.0,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,7,absent,0.0,0.714,0,0.0,0.143,0.0,41.78,17.88,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,8,absent,0.0,0.625,1,22.3,0.25,0.0,41.78,-19.48,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,9,absent,0.0,0.556,0,0.0,0.222,20.8,38.28,-1.5,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,10,absent,0.0,0.5,0,0.0,0.2,0.0,38.28,17.48,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,11,present,1.0,0.545,0,0.0,0.182,15.0,34.96,-23.28,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,12,present,1.0,0.583,0,0.0,0.167,23.1,33.48,8.1,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,13,absent,0.0,0.538,0,0.0,0.154,37.1,33.88,14.0,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,14,absent,0.0,0.5,0,0.0,0.143,0.0,33.88,-3.22,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,15,absent,0.0,0.467,1,29.5,0.2,19.6,32.45,-14.28,2,High
87,23CS087,Neha Sharma,CS101,Data Structures & Algorithms,CSE-A,16,absent,0.0,0.438,0,0.0,0.188,15.0,30.86,-4.6,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,1,present,1.0,1.0,1,46.7,1.0,63.4,63.4,0.0,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,2,absent,0.0,0.5,1,43.8,1.0,45.2,54.3,-18.2,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,3,absent,0.0,0.333,0,0.0,0.667,47.7,52.1,2.5,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,4,absent,0.0,0.25,0,0.0,0.5,0.0,52.1,4.4,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,5,present,1.0,0.4,0,0.0,0.4,39.1,48.85,-13.0,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,6,absent,0.0,0.333,1,41.7,0.5,44.1,47.9,5.0,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,7,absent,0.0,0.286,0,0.0,0.429,41.2,46.78,-2.9,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,8,present,1.0,0.375,0,0.0,0.375,36.6,45.33,-4.6,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,9,absent,0.0,0.333,1,24.1,0.444,38.6,44.49,2.0,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,10,absent,0.0,0.3,0,0.0,0.4,0.0,44.49,5.89,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,11,present,1.0,0.364,1,25.4,0.455,22.0,41.99,-22.49,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,12,present,1.0,0.417,0,0.0,0.417,24.4,40.23,2.4,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,13,absent,0.0,0.385,1,32.4,0.462,41.5,40.35,17.1,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,14,absent,0.0,0.357,1,20.8,0.5,0.0,40.35,-20.7,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,15,absent,0.0,0.333,1,32.7,0.533,0.0,40.35,11.9,2,High
87,23CS087,Neha Sharma,CS102,Database Management Systems,CSE-A,16,present,1.0,0.375,0,0.0,0.5,24.8,39.05,-7.9,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,1,absent,0.0,0.0,1,48.3,1.0,57.9,57.9,0.0,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,2,absent,0.0,0.0,1,53.5,1.0,0.0,57.9,-4.4,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,3,present,1.0,0.333,1,42.0,1.0,55.7,56.8,2.2,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,4,present,1.0,0.5,1,46.5,1.0,45.5,53.03,-10.2,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,5,absent,0.0,0.4,1,44.7,1.0,50.2,52.33,4.7,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,6,present,1.0,0.5,1,45.9,1.0,36.9,49.24,-13.3,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,7,present,1.0,0.571,1,28.1,1.0,41.9,48.02,5.0,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,8,present,1.0,0.625,1,30.7,1.0,28.0,45.16,-13.9,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,9,absent,0.0,0.556,1,28.4,1.0,0.0,45.16,0.4,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,10,absent,0.0,0.5,0,0.0,0.9,25.0,42.64,-3.4,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,11,absent,0.0,0.455,1,26.9,0.909,0.0,42.64,1.9,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,12,absent,0.0,0.417,0,0.0,0.833,0.0,42.64,15.74,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,13,present,1.0,0.462,0,0.0,0.769,23.4,40.5,-19.24,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,14,present,1.0,0.5,0,0.0,0.714,20.3,38.48,-3.1,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,15,absent,0.0,0.467,0,0.0,0.667,15.0,36.35,-5.3,2,High
87,23CS087,Neha Sharma,MA101,Applied Mathematics & Statistics,CSE-A,16,absent,0.0,0.438,0,0.0,0.625,0.0,36.35,21.35,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,1,absent,0.0,0.0,1,51.0,1.0,58.8,58.8,0.0,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,2,present,1.0,0.5,1,47.6,1.0,36.0,47.4,-22.8,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,3,present,1.0,0.667,1,46.3,1.0,39.4,44.73,3.4,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,4,present,1.0,0.75,0,0.0,0.75,42.6,44.2,3.2,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,5,absent,0.0,0.6,1,50.2,0.8,46.8,44.72,4.2,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,6,absent,0.0,0.5,0,0.0,0.667,0.0,44.72,-2.08,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,7,present,1.0,0.571,1,37.5,0.714,45.7,44.88,0.98,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,8,present,1.0,0.625,1,35.8,0.75,19.3,41.23,-26.4,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,9,present,1.0,0.667,1,24.3,0.778,37.7,40.79,18.4,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,10,absent,0.0,0.6,1,28.8,0.8,0.0,40.79,-8.9,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,11,absent,0.0,0.545,0,0.0,0.727,0.0,40.79,11.99,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,12,absent,0.0,0.5,0,0.0,0.667,35.2,40.17,-5.59,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,13,absent,0.0,0.462,1,34.6,0.692,0.0,40.17,-0.6,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,14,present,1.0,0.5,0,0.0,0.643,29.8,39.13,-4.8,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,15,present,1.0,0.533,0,0.0,0.6,19.3,37.33,-10.5,2,High
88,23CS088,Arjun Choudhury,CS103,Artificial Intelligence & ML,CSE-B,16,absent,0.0,0.5,0,0.0,0.562,17.7,35.69,-1.6,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,1,present,1.0,1.0,1,52.4,1.0,53.9,53.9,0.0,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,2,present,1.0,1.0,1,41.7,1.0,40.6,47.25,-13.3,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,3,present,1.0,1.0,0,0.0,0.667,29.6,41.37,-11.0,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,4,absent,0.0,0.75,1,55.5,0.75,43.8,41.97,14.2,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,5,present,1.0,0.8,1,37.9,0.8,35.2,40.62,-8.6,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,6,absent,0.0,0.667,1,42.1,0.833,0.0,40.62,6.9,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,7,absent,0.0,0.571,1,42.4,0.857,0.0,40.62,0.3,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,8,present,1.0,0.625,1,32.6,0.875,37.9,40.17,-4.5,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,9,present,1.0,0.667,1,31.7,0.889,21.4,37.49,-16.5,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,10,present,1.0,0.7,1,22.6,0.9,24.6,35.88,3.2,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,11,absent,0.0,0.636,1,23.4,0.909,30.7,35.3,6.1,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,12,present,1.0,0.667,0,0.0,0.833,30.0,34.77,-0.7,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,13,absent,0.0,0.615,1,32.5,0.846,0.0,34.77,2.5,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,14,absent,0.0,0.571,0,0.0,0.786,27.2,34.08,-5.3,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,15,absent,0.0,0.533,1,22.6,0.8,31.4,33.86,4.2,2,High
88,23CS088,Arjun Choudhury,EC101,Digital Logic & Microprocessors,CSE-B,16,present,1.0,0.562,0,0.0,0.75,21.9,32.94,-9.5,2,High
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,1,present,1.0,1.0,1,67.0,1.0,75.6,75.6,0.0,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,2,present,1.0,1.0,1,65.4,1.0,63.2,69.4,-12.4,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,3,present,1.0,1.0,1,67.4,1.0,83.2,74.0,20.0,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,4,present,1.0,1.0,0,0.0,0.75,65.5,71.88,-17.7,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,5,present,1.0,1.0,1,63.3,0.8,72.4,71.98,6.9,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,6,present,1.0,1.0,1,72.2,0.833,68.6,71.42,-3.8,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,7,present,1.0,1.0,1,63.9,0.857,74.5,71.86,5.9,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,8,present,1.0,1.0,1,60.8,0.875,50.2,69.15,-24.3,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,9,present,1.0,1.0,0,0.0,0.778,66.1,68.81,15.9,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,10,present,1.0,1.0,0,0.0,0.7,82.3,70.16,16.2,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,11,absent,0.0,0.909,1,68.7,0.727,0.0,70.16,-13.6,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,12,present,1.0,0.917,1,73.2,0.75,70.7,70.21,2.0,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,13,absent,0.0,0.846,1,55.7,0.769,0.0,70.21,-15.0,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,14,present,1.0,0.857,1,69.9,0.786,85.5,71.48,29.8,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,15,present,1.0,0.867,0,0.0,0.733,73.2,71.62,-12.3,1,Medium
89,23CS089,Yash Mehta,CS101,Data Structures & Algorithms,CSE-A,16,present,1.0,0.875,0,0.0,0.688,68.1,71.36,-5.1,1,Medium
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,1,present,1.0,1.0,1,67.2,1.0,66.9,66.9,0.0,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,2,present,1.0,1.0,1,58.9,1.0,64.4,65.65,-2.5,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,3,present,1.0,1.0,1,67.3,1.0,70.2,67.17,5.8,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,4,present,1.0,1.0,0,0.0,0.75,68.2,67.42,-2.0,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,5,absent,0.0,0.8,1,64.0,0.8,0.0,67.42,-4.2,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,6,present,1.0,0.833,1,70.0,0.833,75.8,69.1,11.8,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,7,present,1.0,0.857,0,0.0,0.714,74.4,69.98,-1.4,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,8,present,1.0,0.875,1,66.6,0.75,75.9,70.83,1.5,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,9,present,1.0,0.889,1,75.2,0.778,64.6,70.05,-11.3,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,10,present,1.0,0.9,1,76.2,0.8,57.8,68.69,-6.8,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,11,absent,0.0,0.818,1,77.1,0.818,0.0,68.69,19.3,0,Low
89,23CS089,Yash Mehta,CS102,Database Management Systems,CSE-A,12,present,1.0,0.833,1,70.3,0.833,72.7,69.09,-4.4,0,Low
